ConversationID,Timestamp,Model,Personality,Initial Salary,Final Salary,Salary Percent Change,BLEU,ROUGE,BERTScore,Cosine Similarity,METEOR,Avg Sentiment Score,Avg Response Length,Avg Relevance Score,Avg Coherence Score,Avg Combined GEval Score,MAUDE,Total Tokens,Avg Latency,Tokens per Second,Total Cost,Summary
4f72b9de-df84-42d8-a190-7b58b3cc69e2,2024-12-15T17:07:50.849079,Model 1,Flexible and Open-Minded,126200,144500.0,14.50079239302694,0.01960841912653507,0.2636247410150473,0.8577917069196701,0.603402242064476,0.2092089608776468,0.8440000000000001,70.25,0.95,0.95,0.95,0.875,1395,4.475741803646088,77.92004438591536,0.0,Agreement
b8be503b-92b1-4141-912a-e052eddebcf2,2024-12-15T17:08:24.987035,Model 1,Optimistic and Cheerful,128400,133400.0,3.894080996884735,0.027949564867731747,0.23749105764855152,0.8528861254453659,0.5426774322986603,0.19419818766680857,0.8659,69.0,0.9375,0.95,0.9437500000000001,0.75,1599,1.2348613142967224,323.72056308822454,0.0,Agreement
c9a03cb0-b1f7-4467-8c6a-b5f6cc8da74e,2024-12-15T17:09:17.077068,Model 1,Flexible and Open-Minded,95900,95900,0.0,0.012015783324178088,0.207749876923374,0.8494978348414103,0.495864803592364,0.1984745889108527,0.9076333333333334,90.16666666666667,0.9416666666666668,0.9500000000000001,0.9458333333333334,0.75,3337,1.8260349829991658,304.57612906911146,0.0,No Agreement
ce9c547f-a3a9-4353-b8f1-fb2b94f3ec93,2024-12-15T17:10:15.285602,Model 1,Independent and Self-Assured,97200,97200,0.0,0.01591779215877258,0.2198995203842775,0.8589768409729004,0.5442198276519775,0.2156725063192749,0.92066,80.2,0.95,0.95,0.95,0.9,2797,2.0433349609375,273.76813429715037,0.0,No Agreement
88a92cc5-116d-45a2-9a5d-8232c0b31bbc,2024-12-15T17:11:00.225943,Model 1,Competitive and Driven,62700,69900.0,11.483253588516746,0.018737108559027937,0.2477743260142931,0.8561794608831406,0.5994556844234467,0.2096968593847354,0.8740749999999999,68.25,0.95,0.9125000000000001,0.9312499999999999,0.7,2050,1.4152266383171082,362.1328104800446,0.0,Agreement
8f5a6dd5-a99a-4a77-bc52-85468b84f763,2024-12-15T17:11:57.358076,Model 1,Outspoken and Confident,156300,156300,0.0,0.006144988691244158,0.15643915245147003,0.8455534696578979,0.5048057973384857,0.15188096359995146,0.9562200000000001,77.2,0.9399999999999998,0.9199999999999999,0.9299999999999999,0.86,2554,1.8667449474334716,273.6313821029931,0.0,No Agreement
f5971208-da9c-43c7-8377-dfb8722309a9,2024-12-15T17:12:40.356331,Model 1,Innovative and Forward-Thinking,118400,118400,0.0,0.014943899397513618,0.2488229183555661,0.8535695821046829,0.6387214958667755,0.22649269436894448,0.9022749999999999,100.5,0.7,0.9374999999999999,0.8187500000000001,0.75,1838,1.7191940546035767,267.27640127045146,0.0,No Agreement
5c2ff321-fc00-4337-b498-af07bdb8c2d5,2024-12-15T17:13:16.389920,Model 1,Calm and Composed,104900,104900,0.0,0.01737181975842148,0.24528944418782136,0.8566996306180954,0.6031957119703293,0.17557850873474107,0.808575,59.75,0.9374999999999999,0.95,0.9437499999999999,0.75,1446,1.089957058429718,331.6644423779472,0.0,No Agreement
09d6cc14-ea06-4aad-aafc-9357dfb6a22c,2024-12-15T17:13:55.176754,Model 1,Thoughtful and Reflective,66000,72100.0,9.242424242424242,0.031490702193716,0.21390574174511934,0.8460695743560791,0.5261487563451132,0.23984045193755218,0.9357666666666667,102.0,0.9333333333333332,0.9499999999999998,0.9416666666666668,0.7333333333333334,1565,3.277989943822225,159.14224131462382,0.0,Agreement
b21048bd-641c-41f0-ab48-c903bfd82e7b,2024-12-15T17:14:32.189767,Model 1,Independent and Self-Assured,120900,137000.0,13.316790736145576,0.022195986263628443,0.183765480799673,0.8532571991284689,0.6145060956478119,0.22313788433774331,0.9606,80.33333333333333,0.9499999999999998,0.9499999999999998,0.9499999999999998,0.8333333333333334,1517,1.9259949525197346,262.5482823852236,0.0,Agreement
